Date,Gold,Inflation,Exchnage_rate,Petrochemical,Oil,dominant_score
2022-10-05,48.333332,0.0111,3.753706,48.700001,32.772728,1
2022-10-06,48.599998,-0.0055000000000000005,3.755396,47.700001,32.909088,1
2022-10-09,48.133331,-0.0332,3.755396,47.799999,32.727272,1
2022-10-10,46.533333,0.0315,3.7552,47.849998,32.727272,1
2022-10-11,47.866665,-0.0069,3.753803,46.799999,32.5,1
2022-10-12,47.799999,0.0182,3.7536,46.799999,32.454544,0
2022-10-13,48.466667,-0.0027,3.752685,46.700001,32.363636,0
2022-10-16,48.333332,0.0028000000000000004,3.752685,46.400002,32.090908,1
2022-10-17,48.733334,0.023399999999999997,3.7554,46.200001,31.81818,0
2022-10-18,50.0,0.0443,3.754546,46.700001,32.090908,1
2022-10-19,52.0,-0.025699999999999997,3.751032,47.400002,32.272728,1
2022-10-20,50.466667,0.023700000000000002,3.753392,47.349998,32.5,1
2022-10-23,52.0,0.0245,3.753392,48.099998,32.81818,0
2022-10-24,52.799999,0.031400000000000004,3.7565,46.900002,33.0,0
2022-10-25,54.933334,-0.0012,3.752801,46.599998,33.181816,1
2022-10-26,55.200001,-0.0073,3.753885,46.0,32.636364,0
2022-10-27,54.533333,0.0172,3.753526,44.549999,31.90909,0
2022-10-30,56.0,0.0326,3.753526,44.950001,31.954544,1
2022-10-31,56.933334,-0.0199,3.755,45.0,31.81818,1
2022-11-01,54.666664,-0.0992,3.751969,44.650002,31.81818,0
2022-11-02,48.666664,-0.018600000000000002,3.758308,44.200001,31.681818,1
2022-11-03,48.599998,-0.0216,3.75312,44.0,31.181818,1
2022-11-06,49.066666,0.0152,3.75312,44.400002,31.5,1
2022-11-07,49.066666,0.008199999999999999,3.7582,44.349998,31.636362,1
2022-11-08,49.333332,-0.0121,3.751995,44.25,31.681818,1
2022-11-09,49.0,-0.0027,3.753785,43.900002,31.454544,1
2022-11-10,48.333332,-0.0219,3.7599,43.75,31.0,1
2022-11-13,48.733334,-0.0168,3.7599,43.700001,31.272726,0
2022-11-14,46.799999,-0.018500000000000003,3.7583,43.099998,31.181818,1
2022-11-15,46.0,-0.0377,3.754044,43.0,30.681818,0
2022-11-16,44.133331,0.0407,3.753108,42.849998,30.136362,0
2022-11-17,46.0,-0.0043,3.753938,43.0,30.727272,0
2022-11-20,45.933334,-0.0262,3.753938,42.900002,30.681818,1
2022-11-21,44.599998,-0.0179,3.7576,42.400002,30.590908,0
2022-11-22,43.866665,-0.0015,3.753216,41.950001,30.090908,1
2022-11-24,43.733334,-0.010700000000000001,3.753569,41.700001,30.363636,0
2022-11-27,43.200001,-0.0216,3.753569,40.950001,30.181818,1
2022-11-28,41.733334,-0.0031,3.7563,40.75,29.863636,0
2022-11-29,42.466667,0.0253,3.753032,40.950001,29.636362,0
2022-11-30,43.333332,0.057,3.752762,40.549999,30.136362,0
2022-12-01,45.799999,0.0175,3.754513,40.549999,30.454544,0
2022-12-04,46.733334,-0.0287,3.754513,41.450001,30.090908,0
2022-12-05,45.333332,-0.0074,3.7573,41.150002,30.0,0
2022-12-06,44.666664,0.0297,3.753982,40.150002,29.363636,1
2022-12-07,46.466667,-0.0433,3.754807,40.049999,29.272726,0
2022-12-08,44.466667,0.0347,3.755512,39.950001,29.090908,1
2022-12-11,46.0,-0.0015,3.755512,40.099998,28.545454,1
2022-12-12,45.666664,0.0058,3.76,39.799999,28.045454,1
2022-12-13,46.133331,-0.0276,3.756127,39.400002,27.636362,1
2022-12-14,44.799999,-0.0045000000000000005,3.754901,39.450001,28.181818,1
2022-12-15,44.066666,-0.024,3.75509,39.700001,28.181818,1
2022-12-18,43.333332,0.0031,3.75509,39.950001,28.227272,1
2022-12-19,43.533333,-0.0322,3.7594,39.900002,28.136362,1
2022-12-20,41.733334,0.0158,3.7529,39.400002,28.136362,1
2022-12-21,42.799999,-0.0016,3.7558,39.950001,28.181818,1
2022-12-22,42.733334,-0.0125,3.75647,40.099998,28.181818,1
2022-12-25,42.200001,-0.004699999999999999,3.75647,39.75,28.363636,1
2022-12-26,42.0,-0.0206,3.7579,39.599998,28.590908,0
2022-12-27,41.133331,0.0113,3.7584,39.5,28.545454,0
2022-12-28,41.466667,0.0208,3.754082,40.0,29.090908,0
2022-12-29,42.466667,0.015700000000000002,3.754777,41.549999,29.272726,1
2023-01-01,43.533333,0.0294,3.754777,41.599998,29.227272,0
2023-01-02,44.400002,0.009000000000000001,3.7581,41.5,29.545454,1
2023-01-03,44.799999,0.0134,3.754206,41.5,29.227272,0
2023-01-04,45.400002,0.0103,3.754885,41.650002,29.181818,0
2023-01-05,45.866665,0.0073,3.75557,40.799999,28.81818,0
2023-01-08,46.200001,0.0216,3.75557,40.900002,28.681818,0
2023-01-09,47.333332,0.0452,3.7574,40.900002,28.636362,0
2023-01-10,49.400002,-0.0095,3.754012,41.5,28.863636,1
2023-01-11,50.133331,0.0341,3.750058,41.5,28.954544,0
2023-01-12,50.733334,0.0026,3.754191,42.5,28.90909,0
2023-01-15,50.666664,-0.0118,3.754191,43.0,29.227272,1
2023-01-16,50.0,-0.024,3.7542,42.849998,29.136362,1
2023-01-17,48.866665,0.015,3.751496,42.299999,29.045454,1
2023-01-18,48.866665,0.0161,3.754641,42.299999,29.045454,0
2023-01-19,50.0,-0.0106,3.751216,42.200001,29.090908,0
2023-01-22,49.866665,0.0053,3.751216,42.400002,29.31818,1
2023-01-23,50.266666,-0.0027,3.7547,43.549999,29.5,0
2023-01-24,50.0,-0.010700000000000001,3.749805,44.299999,30.0,0
2023-01-25,49.466667,-0.008100000000000001,3.748464,44.450001,30.181818,1
2023-01-26,49.066666,0.013600000000000001,3.749662,44.75,30.090908,0
2023-01-29,49.933334,-0.0067,3.749662,45.700001,29.81818,1
2023-01-30,49.466667,0.0,3.7527,44.599998,30.0,1
2023-01-31,49.333332,-0.0054,3.749701,44.5,30.0,1
2023-02-01,49.066666,0.0027,3.748521,44.0,29.772726,0
2023-02-02,49.266666,-0.0054,3.74785,43.75,29.772726,0
2023-02-05,48.599998,-0.0231,3.74785,43.599998,29.590908,1
2023-02-06,47.400002,0.0028000000000000004,3.7515,41.599998,29.090908,1
2023-02-07,48.066666,-0.0139,3.746919,42.849998,29.5,1
2023-02-08,46.866665,-0.006999999999999999,3.746901,42.849998,29.181818,0
2023-02-09,47.0,-0.014199999999999999,3.747428,43.400002,29.545454,0
2023-02-12,46.333332,0.0115,3.747428,42.700001,29.40909,1
2023-02-13,47.533333,-0.0043,3.7516,43.150002,29.454544,1
2023-02-14,46.666664,-0.0043,3.748117,43.0,30.0,1
2023-02-15,46.133331,0.0,3.747284,43.200001,29.681818,1
2023-02-16,46.599998,-0.024399999999999998,3.746632,43.099998,30.181818,0
2023-02-19,45.400002,0.0088,3.746632,44.799999,30.0,1
2023-02-20,45.733334,-0.0335,3.7511,44.5,29.81818,1
2023-02-21,44.200001,-0.0045000000000000005,3.746292,43.0,29.545454,1
2023-02-23,43.666664,-0.0106,3.746483,42.400002,29.40909,1
2023-02-26,43.533333,-0.0046,3.746483,41.349998,28.90909,1
2023-02-27,43.333332,-0.0385,3.7511,41.700001,28.590908,1
2023-02-28,41.799999,0.0176,3.748297,41.849998,28.227272,1
2023-03-01,42.733334,0.004699999999999999,3.746939,42.099998,28.90909,1
2023-03-02,43.333332,-0.0125,3.747423,42.450001,28.863636,1
2023-03-05,42.333332,0.019,3.747423,42.0,28.90909,1
2023-03-06,42.866665,0.004699999999999999,3.7522,42.650002,29.090908,1
2023-03-07,42.866665,0.0046,3.748409,42.650002,29.0,1
2023-03-08,43.0,-0.0015,3.748938,42.549999,29.181818,0
2023-03-09,43.200001,-0.0077,3.749763,42.0,29.40909,0
2023-03-12,43.0,-0.0062,3.749763,42.0,29.81818,1
2023-03-13,42.599998,-0.004699999999999999,3.7534,41.799999,30.0,1
2023-03-14,42.599998,-0.014199999999999999,3.749508,41.900002,30.0,1
2023-03-15,42.066666,-0.0351,3.750105,41.200001,29.227272,0
2023-03-16,40.400002,-0.0017000000000000001,3.75352,40.0,28.636362,0
2023-03-19,40.266666,0.0248,3.75352,40.349998,28.136362,1
2023-03-20,41.266666,0.008100000000000001,3.7553,40.700001,28.181818,1
2023-03-21,41.599998,0.0032,3.751393,41.0,28.454544,1
2023-03-22,41.933334,0.0064,3.75253,41.25,28.681818,0
2023-03-23,42.066666,0.0016,3.753847,40.75,28.81818,1
2023-03-26,42.066666,0.0079,3.753847,41.150002,29.227272,1
2023-03-27,42.066666,0.0016,3.7553,41.150002,29.227272,1
2023-03-28,42.066666,0.0,3.75099,41.150002,29.227272,0
2023-03-29,42.466667,0.004699999999999999,3.750957,41.700001,29.31818,1
2023-03-30,42.933334,0.0,3.750542,41.650002,29.40909,0
2023-04-02,42.666664,0.0,3.750542,42.150002,29.363636,1
2023-04-03,42.933334,0.015600000000000001,3.7519,43.200001,29.545454,1
2023-04-04,43.466667,0.0323,3.7464,43.599998,29.681818,0
2023-04-05,45.200001,-0.006,3.746307,44.400002,29.863636,0
2023-04-06,44.466667,-0.013500000000000002,3.746929,43.549999,29.545454,1
2023-04-09,43.866665,0.0076,3.746929,43.150002,29.590908,1
2023-04-10,44.200001,0.0,3.7511,43.799999,29.727272,1
2023-04-11,43.866665,-0.013600000000000001,3.7519,43.400002,29.590908,0
2023-04-12,43.400002,0.010700000000000001,3.746994,43.0,29.5,0
2023-04-13,44.133331,0.0242,3.746351,42.950001,29.727272,1
2023-04-16,45.799999,0.029500000000000002,3.746351,42.900002,29.90909,1
2023-04-17,46.466667,-0.0086,3.7503,43.099998,30.090908,1
2023-04-25,46.133331,0.0014000000000000002,3.746262,43.900002,31.545454,1
2023-04-26,46.133331,0.0058,3.746345,45.349998,32.727272,1
2023-04-27,46.133331,-0.0029,3.746757,45.299999,32.31818,0
2023-04-30,46.266666,-0.0014000000000000002,3.746757,44.700001,32.772728,1
2023-05-01,46.266666,-0.0043,3.7499,44.700001,33.0,1
2023-05-02,46.0,-0.0159,3.7496,43.5,32.727272,0
2023-05-03,45.0,-0.013300000000000001,3.745769,43.049999,32.0,0
2023-05-04,44.400002,0.0149,3.745837,42.5,31.727272,0
2023-05-07,45.400002,0.0191,3.745837,42.799999,32.0,1
2023-05-08,46.200001,-0.0173,3.7498,43.099998,32.5,1
2023-05-09,45.400002,0.0147,3.745506,42.900002,34.900002,0
2023-05-10,46.066666,-0.0014000000000000002,3.745816,42.700001,33.700001,1
2023-05-11,46.0,-0.0029,3.745738,43.0,33.349998,1
2023-05-14,45.799999,0.0,3.745738,43.450001,33.650002,1
2023-05-15,46.133331,0.0189,3.7495,43.099998,33.700001,0
2023-05-16,47.0,-0.0128,3.745337,42.700001,33.349998,1
2023-05-17,46.133331,-0.0058,3.745322,42.599998,32.200001,1
2023-05-18,45.866665,-0.0073,3.746028,42.900002,32.25,1
2023-05-21,45.533333,0.0,3.746028,42.900002,32.400002,1
2023-05-22,44.0,-0.0264,3.7495,43.0,32.349998,1
2023-05-23,44.333332,-0.0105,3.746086,42.799999,32.25,1
2023-05-24,43.733334,-0.012199999999999999,3.745601,43.25,32.049999,1
2023-05-25,42.933334,-0.0154,3.745728,43.200001,32.0,1
2023-05-28,42.733334,0.0,3.745728,43.0,31.950001,1
2023-05-29,42.733334,0.0062,3.7497,43.049999,31.950001,0
2023-05-30,42.933334,-0.0109,3.745284,43.049999,31.799999,0
2023-05-31,42.333332,-0.025099999999999997,3.74526,42.950001,31.85,1
2023-06-01,41.533333,-0.014499999999999999,3.746096,42.5,31.700001,0
2023-06-04,41.533333,0.052300000000000006,3.746096,42.849998,32.0,1
2023-06-05,43.0,-0.0124,3.7502,43.599998,32.200001,0
2023-06-06,42.799999,0.0189,3.7485,44.450001,32.599998,1
2023-06-07,43.466667,0.0077,3.74532,45.599998,32.5,1
2023-06-08,66.300003,0.0073,3.745508,42.5,32.299999,0
2023-06-11,44.0,-0.0125,3.745508,46.849998,32.349998,1
2023-06-12,42.75,-0.0139,3.7497,46.5,32.349998,1
2023-06-13,42.549999,-0.011699999999999999,3.745568,46.950001,32.25,1
2023-06-14,42.099998,0.0083,3.745776,46.450001,32.200001,1
2023-06-15,42.650002,-0.0129,3.745584,46.549999,32.549999,1
2023-06-18,42.099998,-0.0048,3.745584,46.75,32.5,1
2023-06-19,41.700001,0.0,3.75,47.349998,32.200001,1
2023-06-20,41.799999,0.0012,3.746275,47.099998,32.049999,1
2023-06-21,41.900002,0.0108,3.746125,47.299999,32.099998,1
2023-06-22,42.299999,-0.0024,3.74688,46.799999,32.200001,1
2023-07-02,42.5,0.0070999999999999995,3.74688,47.700001,32.200001,1
2023-07-03,42.5,-0.0024,3.7505,48.299999,32.299999,0
2023-07-04,42.049999,-0.0012,3.745293,48.299999,32.299999,0
2023-07-05,42.099998,0.0519,3.745525,47.5,32.299999,1
2023-07-06,44.5,-0.0236,3.746171,46.900002,32.299999,1
2023-07-09,43.5,0.0023,3.746171,47.650002,32.299999,1
2023-07-10,43.549999,0.0011,3.7507,49.5,32.200001,1
2023-07-11,43.650002,-0.0011,3.746626,48.150002,32.150002,0
2023-07-12,43.599998,0.0161,3.746572,47.950001,32.200001,0
2023-07-13,44.799999,0.0,3.746173,47.799999,32.25,0
2023-07-16,44.450001,0.0045000000000000005,3.746173,47.25,32.150002,1
2023-07-17,44.5,-0.0022,3.7511,47.150002,32.099998,1
2023-07-18,44.450001,-0.0034000000000000002,3.746235,47.349998,32.25,0
2023-07-19,44.25,-0.0102,3.745843,45.900002,32.150002,1
2023-07-20,43.799999,-0.011399999999999999,3.74605,45.900002,32.25,1
2023-07-23,43.299999,0.0012,3.74605,45.150002,32.200001,1
2023-07-24,43.349998,-0.0127,3.7505,44.75,32.299999,1
2023-07-25,43.25,0.006999999999999999,3.746,46.849998,32.299999,0
2023-07-26,43.200001,0.0302,3.745896,46.349998,32.299999,0
2023-07-27,44.450001,-0.0124,3.74629,46.75,32.400002,1
2023-07-30,44.099998,0.0171,3.74629,46.900002,32.299999,1
2023-07-31,44.700001,-0.0045000000000000005,3.7506,46.849998,32.299999,0
2023-08-01,44.400002,-0.013500000000000002,3.747153,45.799999,32.400002,1
2023-08-02,43.700001,-0.0103,3.747649,45.25,32.299999,1
2023-08-03,43.200001,-0.0196,3.747353,45.799999,32.150002,1
2023-08-06,43.0,0.0141,3.747353,45.549999,32.25,1
2023-08-07,43.0,-0.0255,3.7511,45.150002,32.400002,1
2023-08-08,42.099998,-0.0286,3.746921,44.400002,32.75,1
2023-08-09,40.900002,0.0086,3.746461,42.950001,33.099998,1
2023-08-10,41.0,-0.0024,3.747369,43.950001,33.200001,0
2023-08-13,41.0,0.0085,3.747369,44.150002,34.0,1
2023-08-14,41.400002,-0.0097,3.7515,44.299999,34.5,1
2023-08-15,41.0,-0.0060999999999999995,3.746803,44.049999,34.450001,0
2023-08-16,40.700001,-0.0049,3.746262,43.650002,34.349998,0
2023-08-17,40.5,-0.0049,3.745748,43.700001,34.450001,0
2023-08-20,40.5,0.0235,3.745748,43.650002,35.049999,1
2023-08-21,41.75,0.0048,3.7497,43.799999,34.950001,1
2023-08-22,41.400002,-0.019299999999999998,3.746157,42.099998,34.299999,1
2023-08-23,40.700001,-0.0147,3.746525,42.799999,34.349998,0
2023-08-24,40.450001,0.005,3.746545,43.0,34.450001,0
2023-08-27,40.5,0.0025,3.746545,43.0,34.650002,0
2023-08-28,40.450001,-0.0062,3.747767,42.849998,34.75,0
2023-08-29,40.0,0.0025,3.746629,43.25,34.5,0
2023-08-30,40.299999,0.0161,3.746334,42.900002,34.150002,0
2023-08-31,40.799999,-0.0098,3.746726,43.25,34.700001,1
2023-09-03,40.5,-0.0062,3.746726,42.650002,34.599998,1
2023-09-04,40.349998,-0.0062,3.698356,43.349998,34.400002,1
2023-09-05,40.0,-0.0038,3.74582,43.299999,34.25,1
2023-09-06,39.849998,-0.023799999999999998,3.746347,42.599998,34.099998,1
2023-09-07,38.650002,-0.0206,3.746253,42.150002,34.0,0
2023-09-10,38.099998,-0.0118,3.746253,42.049999,34.150002,1
2023-09-11,37.650002,0.0398,3.7502,42.25,33.75,0
2023-09-12,39.299999,-0.0051,3.746186,42.849998,33.599998,1
2023-09-13,38.950001,-0.0051,3.746362,42.450001,33.25,0
2023-09-14,38.799999,0.0013,3.746226,42.400002,33.5,1
2023-09-17,38.799999,-0.014199999999999999,3.746226,41.900002,33.950001,1
2023-09-18,38.25,-0.0052,3.746347,42.099998,34.099998,0
2023-09-19,38.099998,0.048600000000000004,3.746376,41.700001,34.0,0
2023-09-20,39.900002,-0.0113,3.746086,41.75,34.25,0
2023-09-21,39.900002,-0.0253,3.746444,42.0,34.25,1
2023-09-25,38.5,0.0104,3.746736,41.950001,34.049999,1
2023-09-26,38.799999,0.0219,3.746148,41.400002,33.900002,1
2023-09-27,39.700001,0.0013,3.745855,41.349998,34.150002,1
2023-09-28,40.150002,0.0151,3.745943,41.799999,34.849998,1
2023-10-01,40.349998,-0.013600000000000001,3.745943,41.599998,34.950001,1
2023-10-02,39.799999,-0.020099999999999996,3.75,41.450001,34.650002,1
2023-10-03,39.0,-0.0064,3.745776,41.099998,34.200001,1
2023-10-04,38.700001,-0.0168,3.745813,40.549999,34.0,1
2023-10-05,38.099998,-0.0052,3.745847,40.75,33.75,0
2023-10-08,37.900002,-0.0053,3.745847,40.450001,33.400002,1
2023-10-09,37.799999,0.013300000000000001,3.745562,40.0,33.549999,0
2023-10-10,38.5,0.0209,3.746141,39.650002,33.599998,1
2023-10-11,39.400002,0.0308,3.745816,39.599998,34.0,0
2023-10-12,40.200001,0.005,3.746306,39.299999,33.5,1
2023-10-15,40.0,-0.0223,3.746306,39.150002,33.549999,1
2023-10-16,39.299999,-0.019,3.74664,39.849998,33.299999,1
2023-10-17,39.299999,0.0206,3.746365,39.599998,33.400002,0
2023-10-18,39.349998,-0.0013,3.74649,39.950001,33.400002,0
2023-10-19,39.5,-0.0038,3.746074,39.0,33.349998,0
2023-10-22,39.400002,-0.013999999999999999,3.746074,39.150002,33.400002,1
2023-10-23,38.5,-0.039900000000000005,3.746918,38.950001,33.299999,0
2023-10-24,37.349998,-0.0013,3.74652,37.650002,33.25,1
2023-10-25,37.400002,0.030899999999999997,3.746849,36.849998,33.200001,0
2023-10-26,37.799999,-0.0352,3.746439,37.25,33.0,1
2023-10-29,37.400002,-0.0027,3.746439,37.25,33.099998,1
2023-10-30,36.900002,0.0027,3.7509,37.549999,32.950001,1
2023-10-31,36.0,-0.027000000000000003,3.746862,37.549999,32.950001,1
2023-11-01,36.0,-0.0069,3.746581,37.900002,33.25,0
2023-11-02,36.099998,0.0196,3.746695,37.5,33.099998,1
2023-11-05,36.5,0.0055000000000000005,3.746695,38.150002,33.099998,1
2023-11-06,36.650002,0.0341,3.747395,38.150002,33.25,1
2023-11-07,38.099998,-0.0053,3.745902,38.25,33.549999,1
2023-11-08,37.700001,-0.013300000000000001,3.746087,38.099998,33.5,1
2023-11-09,37.200001,0.0027,3.746346,37.700001,33.450001,1
2023-11-12,36.900002,-0.0013,3.746346,37.75,33.5,1
2023-11-13,37.450001,0.0,3.7505,37.799999,33.549999,0
2023-11-14,37.450001,0.0161,3.746109,37.5,33.700001,1
2023-11-15,38.0,0.047599999999999996,3.746255,37.549999,33.400002,0
2023-11-16,39.799999,0.0139,3.745765,38.0,33.400002,0
2023-11-19,40.200001,-0.0075,3.745765,37.950001,33.599998,1
2023-11-20,39.549999,0.005,3.747026,38.200001,33.700001,1
2023-11-21,39.950001,-0.0075,3.746015,38.349998,33.450001,0
2023-11-22,39.599998,0.0088,3.745979,37.900002,33.400002,0
2023-11-23,39.599998,-0.022400000000000003,3.746001,37.900002,33.400002,0
2023-11-26,39.0,-0.0038,3.746001,37.75,33.349998,1
2023-11-27,39.200001,-0.015300000000000001,3.745878,37.700001,33.349998,1
2023-11-28,38.5,0.013000000000000001,3.746123,37.599998,33.25,0
2023-11-29,39.400002,-0.009000000000000001,3.746089,37.5,33.299999,0
2023-11-30,38.799999,0.031,3.74681,37.599998,33.25,1
2023-12-03,39.799999,-0.0075,3.74681,37.75,33.25,0
2023-12-04,39.450001,0.0038,3.7507,38.0,33.25,0
2023-12-05,39.900002,-0.0101,3.746602,38.0,33.200001,0
2023-12-06,39.299999,0.0076,3.745871,37.599998,33.049999,0
2023-12-07,39.5,-0.0152,3.744486,37.25,32.950001,0
2023-12-10,38.950001,-0.0128,3.744486,37.299999,33.0,1
2023-12-11,38.599998,0.0169,3.7502,37.549999,33.0,1
2023-12-12,39.099998,0.0064,3.745866,37.650002,33.0,1
2023-12-13,39.400002,0.0102,3.745977,37.5,32.950001,1
2023-12-14,39.950001,0.0075,3.747475,37.25,32.799999,0
2023-12-17,40.299999,0.029900000000000003,3.747475,37.099998,32.900002,1
2023-12-18,41.5,0.0291,3.7508,37.150002,32.849998,0
2023-12-19,42.450001,0.0034999999999999996,3.746647,37.700001,33.0,0
2023-12-20,42.700001,-0.0223,3.746505,38.099998,33.0,1
2023-12-21,41.599998,0.0024,3.746265,38.049999,33.0,0
2023-12-24,42.150002,0.012,3.746265,38.0,32.950001,1
2023-12-25,42.25,0.0225,3.7504,38.049999,33.0,0
2023-12-26,43.299999,0.0058,3.7494,38.25,33.049999,0
2023-12-27,43.5,-0.0069,3.7503,38.25,33.099998,0
2023-12-28,43.150002,0.022000000000000002,3.745673,38.099998,33.150002,0
2023-12-31,45.0,0.09970000000000001,3.745673,38.0,33.049999,0
2024-01-01,51.400002,0.025699999999999997,3.74547,38.049999,33.0,1
2024-01-02,49.849998,-0.0281,3.7495,38.099998,33.049999,0
2024-01-03,48.099998,-0.0331,3.745316,39.549999,33.049999,1
2024-01-04,46.650002,0.022400000000000003,3.745818,38.200001,33.0,1
2024-01-07,47.849998,-0.0115,3.745818,39.200001,33.0,1
2024-01-08,47.299999,-0.0063,3.7498,40.799999,33.25,1
2024-01-09,46.950001,0.0011,3.74554,40.299999,33.450001,0
2024-01-10,48.0,-0.0021,3.745381,39.900002,33.25,1
2024-01-11,47.450001,-0.023399999999999997,3.745295,38.950001,32.900002,0
2024-01-14,45.799999,-0.012,3.745295,38.25,32.849998,1
2024-01-15,45.299999,0.0,3.746162,38.450001,32.849998,0
2024-01-16,45.349998,-0.0011,3.745514,37.849998,32.400002,1
2024-01-17,45.25,-0.0177,3.745597,37.900002,32.099998,1
2024-01-18,44.200001,0.0045000000000000005,3.745639,37.700001,31.85,0
2024-01-21,45.900002,0.0594,3.745639,36.950001,32.049999,1
2024-01-22,47.299999,-0.0127,3.7501,37.599998,32.0,1
2024-01-23,46.799999,-0.0032,3.745788,38.349998,31.700001,0
2024-01-24,46.599998,0.0043,3.74571,38.049999,31.65,0
2024-01-25,46.75,0.0053,3.745573,38.0,31.700001,0
2024-01-28,47.0,0.0043,3.745573,38.5,31.65,1
2024-01-29,47.299999,0.0106,3.745865,38.700001,31.4,0
2024-01-30,47.799999,-0.0262,3.745458,38.900002,31.299999,0
2024-01-31,46.450001,-0.0011,3.745363,37.950001,31.299999,0
2024-02-01,46.349998,0.0075,3.745505,38.25,30.6,0
2024-02-04,46.900002,0.0021,3.745505,37.950001,31.0,1
2024-02-05,46.900002,0.0128,3.7496,37.799999,31.0,1
2024-02-06,47.450001,-0.0021,3.745833,37.849998,30.799999,0
2024-02-07,47.0,0.0528,3.745584,38.0,31.299999,0
2024-02-08,47.0,-0.015,3.745609,38.0,31.299999,1
2024-02-11,49.0,0.0204,3.745609,37.950001,30.700001,1
2024-02-12,50.200001,0.0379,3.745607,37.599998,30.450001,1
2024-02-13,52.0,-0.0019,3.74562,37.900002,30.950001,1
2024-02-14,51.0,-0.0173,3.745559,38.0,31.75,1
2024-02-15,50.5,-0.002,3.745696,37.849998,31.950001,0
2024-02-18,50.900002,-0.0098,3.745696,38.200001,31.9,1
2024-02-19,50.0,0.011899999999999999,3.745807,39.0,31.9,0
2024-02-20,51.0,-0.0039000000000000003,3.745802,40.099998,31.950001,0
2024-02-21,50.599998,-0.0098,3.745594,39.0,31.6,0
2024-02-25,50.099998,-0.0209,3.745594,39.0,32.0,1
2024-02-26,49.0,0.001,3.745834,38.450001,31.85,1
2024-02-27,49.349998,0.0203,3.745691,38.0,31.799999,0
2024-02-28,50.299999,0.0,3.745775,38.150002,31.9,1
2024-02-29,50.0,-0.0109,3.74616,38.099998,31.9,0
2024-03-03,49.700001,-0.0171,3.74616,37.549999,31.700001,0
2024-03-04,49.099998,-0.013300000000000001,3.745639,37.650002,31.549999,0
2024-03-05,48.25,0.009300000000000001,3.745803,37.450001,31.200001,0
2024-03-06,48.5,0.025699999999999997,3.745813,37.599998,31.6,0
2024-03-07,49.950001,0.001,3.745768,37.599998,31.700001,0
2024-03-10,50.0,0.01,3.745768,37.599998,32.099998,1
2024-03-11,50.5,0.0297,3.746482,37.799999,32.200001,1
2024-03-12,52.0,0.0077,3.746201,37.650002,32.0,1
2024-03-13,52.400002,-0.0095,3.746185,38.0,32.049999,1
2024-03-14,51.900002,0.025,3.745913,38.049999,31.700001,1
2024-03-17,53.200001,0.0113,3.745913,38.0,31.299999,1
2024-03-18,53.900002,-0.013000000000000001,3.7497,38.099998,31.200001,0
2024-03-19,52.799999,-0.005600000000000001,3.745493,38.349998,31.1,1
2024-03-20,53.299999,-0.0265,3.745692,37.900002,31.4,0
2024-03-21,51.5,0.015600000000000001,3.745792,37.950001,31.25,0
2024-03-24,52.900002,-0.0038,3.745792,37.799999,31.25,1
2024-03-25,51.900002,-0.0269,3.746232,37.599998,31.200001,0
2024-03-26,50.400002,-0.011899999999999999,3.746055,37.5,30.9,0
2024-03-27,50.0,0.03,3.745938,36.900002,30.9,0
2024-03-28,51.599998,-0.0194,3.746052,37.0,30.950001,0
